"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年30週"
"集計期間終了週","2018年30週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","10","5","16","45","0","12","3","11","31","3","0","0","0","3","0","0","1","0","0","0","","","","","",""
"区南部","0","17","6","14","61","3","14","6","4","48","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","9","4","18","43","4","16","12","7","33","0","4","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","0","10","8","24","33","1","13","8","6","30","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","0","14","5","23","37","2","12","18","10","60","3","1","0","0","4","0","0","0","0","0","0","","","","","",""
"区東北部","0","11","8","30","70","2","40","1","7","67","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","1","14","14","40","72","1","26","8","8","60","1","2","0","0","6","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","5","8","1","5","2","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","15","3","42","107","8","16","15","14","58","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","3","3","9","22","0","6","14","6","14","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","8","2","21","36","3","14","10","6","39","1","3","0","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","0","10","11","21","31","4","9","9","4","56","1","4","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","121","71","263","565","29","184","106","84","504","13","16","0","0","17","0","1","1","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年30週"
"集計期間終了週","2018年30週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","14","1","9","41","1","16","8","8","33","1","1","0","0","3","0","0","1","0","0","0","","","","","",""
"区南部","0","9","4","20","54","5","5","3","7","44","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
