"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年48週
"集計期間終了週",2000年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","12","11","23","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","5","3","8","142"
"Ａ群溶血性レンサ球菌咽頭炎","49","34","83","142"
"感染性胃腸炎","437","403","840","142"
"水痘","87","83","170","142"
"手足口病","28","31","59","142"
"伝染性紅斑","24","21","45","142"
"突発性発しん","29","33","62","142"
"百日咳","0","0","0","142"
"風しん","2","1","3","142"
"ヘルパンギーナ","5","4","9","142"
"麻しん（成人麻しん以外）","3","3","6","142"
"流行性耳下腺炎","78","82","160","142"
"不明発しん症","8","7","15","142"
"川崎病","0","3","3","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","18","8","26","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
