"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年18週"
"集計期間終了週","2012年18週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","1","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","0","3","1","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","0","2","10","17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","0","2","6","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","2","2","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","1","0","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","4","1","0","3","47","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","0","0","2","18","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"大田区","2","4","3","7","42","3","0","0","4","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","8","0","3","21","52","3","2","2","3","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","1","0","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","5","0","1","4","27","2","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","0","1","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","1","0","0","1","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","0","0","7","12","1","1","0","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","7","7","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","1","0","9","26","2","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","5","2","0","5","48","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","0","0","4","26","1","0","2","1","0","0","0","1","0","0","0","0","0","4","0","0","","","","","",""
"江戸川","1","1","1","9","22","1","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","6","1","1","12","57","4","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"町田市","5","0","1","10","46","5","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","0","4","13","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","0","2","4","54","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","0","0","7","32","2","1","1","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","8","0","1","12","31","7","3","1","2","3","0","2","1","0","0","1","0","0","3","0","0","","","","","",""
"多摩小平","4","0","3","8","43","3","1","1","5","0","0","0","0","0","0","12","0","0","1","0","0","","","","","",""
"島しょ","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","82","11","24","159","679","65","19","13","49","3","2","17","3","1","0","16","0","0","8","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年18週"
"集計期間終了週","2012年18週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中央区","0","0","0","0","6","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","0","0","3","6","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","7","0","2","5","17","3","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","3","0","0","0","6","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","0","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","0","0","5","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","8","0","1","3","31","2","0","2","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","5","0","0","3","20","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","7","1","2","6","30","4","0","1","3","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","10","1","1","18","32","3","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","0","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","0","0","6","32","1","2","0","1","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","0","2","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","1","0","1","2","11","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","2","0","0","5","10","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","0","0","2","7","3","0","0","2","0","0","1","0","0","0","1","0","0","2","0","0","","","","","",""
"練馬区","0","1","0","5","27","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","8","0","0","12","46","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","0","0","3","17","2","0","1","1","0","0","2","0","0","0","0","0","0","2","0","1","","","","","",""
"江戸川","3","0","1","4","27","0","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","7","2","0","10","53","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","8","35","2","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","1","3","11","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","2","4","35","4","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","0","0","5","16","1","1","1","4","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","11","0","3","8","42","1","0","1","5","1","0","0","2","0","0","1","0","0","2","0","0","","","","","",""
"多摩小平","6","1","1","3","42","2","0","0","5","0","0","0","0","0","0","16","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","115","6","15","126","611","49","9","15","48","1","2","14","4","0","1","21","0","0","9","0","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年18週"
"集計期間終了週","2012年18週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","1","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","4","3","0","2","2","0"
"中央区","0","0","0","1","7","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","3","0","3","4","15","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","8","5","0","1","1","0"
"新宿区","10","0","4","15","34","3","1","1","2","0","0","0","0","0","0","0","0","0","1","0","0","12","8","1","2","2","0"
"文京","4","0","0","2","12","12","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","2","0","2","3","12","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","6","1","0","9","19","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","12","1","1","6","78","3","1","5","2","0","0","1","0","0","0","1","0","0","0","0","0","14","9","1","0","0","0"
"品川区","8","0","0","5","38","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","0","0","15","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","8","5","1","0","0","0"
"大田区","9","5","5","13","72","7","0","1","7","0","0","5","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","18","1","4","39","84","6","4","2","4","0","1","1","0","0","1","1","0","0","0","0","0","24","16","1","2","2","0"
"渋谷区","7","0","1","1","13","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","8","0","1","10","59","3","2","0","3","0","0","1","1","1","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","2","0","0","3","22","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","2","0","1","3","18","1","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","9","6","1","0","0","0"
"荒川区","6","0","0","12","22","2","1","0","4","0","1","2","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","3","0","0","9","14","5","0","0","3","0","0","2","0","0","0","1","0","0","2","0","0","12","6","2","1","1","0"
"練馬区","1","2","0","14","53","3","1","0","8","0","1","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","13","2","0","17","94","9","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","8","0","0","7","43","3","0","3","2","0","0","2","1","0","0","0","0","0","6","0","1","13","8","1","1","1","0"
"江戸川","4","1","2","13","49","1","3","1","3","0","1","2","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","13","3","1","22","110","7","3","0","0","0","0","4","0","0","0","1","0","0","0","0","0","18","11","2","1","1","0"
"町田市","8","0","1","18","81","7","4","1","2","0","0","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","6","0","1","7","24","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","5","0","4","8","89","11","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","13","9","1","0","0","0"
"多摩立川","3","0","0","12","48","3","2","2","8","0","0","4","1","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","19","0","4","20","73","8","3","2","7","4","0","2","3","0","0","2","0","0","5","0","0","29","18","3","3","3","0"
"多摩小平","10","1","4","11","85","5","1","1","10","0","0","0","0","0","0","28","0","0","1","0","0","20","12","2","2","2","0"
"島しょ","6","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","197","17","39","285","1290","114","28","28","97","4","4","31","7","1","1","37","0","0","17","0","1","401","251","37","25","25","0"


