"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年32週
"集計期間終了週",2016年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","2","6","389"
"RSウイルス感染症","54","49","103","244"
"咽頭結膜熱","51","32","83","244"
"Ａ群溶血性レンサ球菌咽頭炎","126","121","247","244"
"感染性胃腸炎","429","373","802","244"
"水痘","39","30","69","244"
"手足口病","108","76","184","244"
"伝染性紅斑","20","15","35","244"
"突発性発しん","45","46","91","244"
"百日咳","1","0","1","244"
"ヘルパンギーナ","449","389","838","244"
"流行性耳下腺炎","93","78","171","244"
"不明発しん症","9","15","24","244"
"川崎病","0","1","1","244"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","13","12","25","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","5","0","5","25"
"マイコプラズマ肺炎","8","15","23","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
