"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年40週
"集計期間終了週",2000年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","2","4","6","142"
"Ａ群溶血性レンサ球菌咽頭炎","28","19","47","142"
"感染性胃腸炎","149","111","260","142"
"水痘","25","20","45","142"
"手足口病","93","95","188","142"
"伝染性紅斑","3","2","5","142"
"突発性発しん","31","42","73","142"
"百日咳","0","1","1","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","15","13","28","142"
"麻しん（成人麻しん以外）","6","6","12","142"
"流行性耳下腺炎","49","50","99","142"
"不明発しん症","4","2","6","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","16","16","32","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
