"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年26週
"集計期間終了週",2014年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","4","7","414"
"RSウイルス感染症","18","12","30","264"
"咽頭結膜熱","131","112","243","264"
"Ａ群溶血性レンサ球菌咽頭炎","435","325","760","264"
"感染性胃腸炎","807","717","1524","264"
"水痘","123","124","247","264"
"手足口病","93","61","154","264"
"伝染性紅斑","66","72","138","264"
"突発性発しん","109","108","217","264"
"百日咳","2","2","4","264"
"ヘルパンギーナ","366","336","702","264"
"流行性耳下腺炎","49","30","79","264"
"不明発しん症","23","19","42","264"
"川崎病","2","2","4","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","8","22","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","0","2","25"
"インフルエンザ入院","2","0","2","25"
