"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年38週
"集計期間終了週",2002年38週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","5","3","8","142"
"Ａ群溶血性レンサ球菌咽頭炎","21","13","34","142"
"感染性胃腸炎","138","99","237","142"
"水痘","22","24","46","142"
"手足口病","22","21","43","142"
"伝染性紅斑","10","3","13","142"
"突発性発しん","46","42","88","142"
"百日咳","0","0","0","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","16","15","31","142"
"麻しん（成人麻しん以外）","3","3","6","142"
"流行性耳下腺炎","30","16","46","142"
"不明発しん症","3","6","9","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","7","12","14"
"急性脳炎(日本脳炎を除く)","0","1","1","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","1","1","25"
