"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年11週"
"集計期間終了週","2025年11週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","31","28","3","1","23","152","4","2","7","2","0","2","2","1","0","0","0","0","0","0","0","0","6","","","","","",""
"区南部","27","36","6","1","23","148","8","0","9","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","30","46","4","0","25","135","5","0","7","1","0","1","1","0","0","2","0","0","0","0","0","0","2","","","","","",""
"区西部","24","49","12","1","38","137","8","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","12","","","","","",""
"区西北部","50","80","7","0","65","247","5","1","9","5","1","0","0","0","0","3","0","0","0","0","3","0","0","","","","","",""
"区東北部","49","46","19","0","17","171","11","1","25","6","1","0","0","0","0","2","0","0","0","0","1","0","4","","","","","",""
"区東部","60","33","12","4","27","207","6","0","6","2","0","0","0","0","0","3","0","0","0","0","0","0","2","","","","","",""
"西多摩","14","17","0","0","0","36","3","0","4","0","0","0","0","0","0","0","0","0","1","0","0","1","2","","","","","",""
"南多摩","30","62","14","3","40","200","7","1","16","3","0","1","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","20","37","3","0","27","70","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","58","38","1","2","40","139","25","0","5","3","0","0","0","0","0","1","0","0","0","0","0","4","10","","","","","",""
"北多摩北部","37","31","3","2","39","118","4","0","19","4","0","0","1","0","0","1","0","0","1","0","0","0","5","","","","","",""
"島しょ","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
