"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年1週"
"集計期間終了週","2011年1週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","6","12","0","0","16","7","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","10","20","6","0","86","10","1","0","22","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","35","28","19","9","126","50","0","2","30","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","29","4","13","9","97","42","0","3","4","0","0","3","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","34","4","8","23","80","60","0","6","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","43","0","9","22","61","42","0","7","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","35","1","3","24","66","24","0","5","0","0","0","21","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","30","0","7","18","51","25","0","15","3","1","0","10","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","32","0","1","17","36","20","1","5","1","0","0","4","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","18","0","2","9","47","15","0","3","1","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","18","0","1","10","37","5","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","80","0","0","18","111","6","0","3","0","3","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","70","0","0","3","30","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","201","0","2","14","136","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"合計","943","69","71","176","980","307","2","53","61","8","2","66","9","3","1","11","0","0","6","1","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年1週"
"集計期間終了週","2011年1週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","15","0","0","11","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","12","19","3","1","64","11","2","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","28","13","16","6","126","51","3","1","21","0","1","3","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","21","4","9","8","77","46","3","0","2","0","1","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","19","2","8","9","83","43","6","9","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","29","0","9","14","74","36","0","10","1","0","0","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","29","0","1","16","70","38","0","10","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","24","0","2","24","44","20","0","12","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","20","0","0","18","26","9","0","9","1","1","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","12","0","2","11","46","8","0","3","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","14","0","0","6","24","5","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","65","1","0","23","88","10","0","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","64","0","0","1","29","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","173","0","6","27","204","4","1","2","0","8","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"50～59歳","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","827","54","56","164","966","287","15","63","52","9","2","74","6","1","0","8","0","0","5","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年1週"
"集計期間終了週","2011年1週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","8","27","0","0","27","11","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","22","39","9","1","150","21","3","0","47","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","63","41","35","15","252","101","3","3","51","0","3","5","5","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","50","8","22","17","174","88","3","3","6","0","1","5","3","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"3歳","53","6","16","32","163","103","6","15","1","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","72","0","18","36","135","78","0","17","1","0","0","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","64","1","4","40","136","62","0","15","0","0","0","38","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","54","0","9","42","95","45","0","27","3","1","0","22","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","52","0","1","35","62","29","1","14","2","1","0","11","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","30","0","4","20","93","23","0","6","1","0","0","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","32","0","1","16","61","10","0","4","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","145","1","0","41","199","16","0","8","0","3","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","134","0","0","4","59","3","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","374","0","8","41","340","4","1","3","0","10","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"50～59歳","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
