"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年4月"
"集計期間終了月","2016年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","19","42","14","11","0","0","10","0","0","",""
"区南部","3","1","2","3","0","0","2","0","0","",""
"区西南部","36","18","21","30","0","0","7","0","0","",""
"区西部","21","19","37","19","0","0","10","2","0","",""
"区西北部","15","5","3","11","0","0","6","1","0","",""
"区東北部","0","0","0","1","0","0","6","0","0","",""
"区東部","15","7","6","6","0","0","2","2","0","",""
"西多摩","0","0","0","0","0","0","0","1","0","",""
"南多摩","0","0","0","0","0","0","3","0","0","",""
"北多摩西部","0","0","0","0","0","0","1","0","0","",""
"北多摩南部","0","0","0","0","0","0","15","1","0","",""
"北多摩北部","0","0","0","0","0","0","5","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","109","92","83","81","0","0","67","8","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年4月"
"集計期間終了月","2016年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","5","9","5","0","4","0","0","",""
"区南部","2","0","0","0","0","0","2","0","0","",""
"区西南部","7","7","3","3","1","0","2","4","0","",""
"区西部","12","9","8","3","0","0","9","1","0","",""
"区西北部","10","6","1","1","3","0","2","0","0","",""
"区東北部","5","1","1","0","0","0","2","2","0","",""
"区東部","8","1","0","1","1","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","1","0","",""
"南多摩","9","5","1","1","0","0","1","0","0","",""
"北多摩西部","6","4","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","17","0","0","",""
"北多摩北部","0","1","0","0","0","0","1","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","80","39","20","18","10","0","43","9","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年4月"
"集計期間終了月","2016年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","40","47","19","20","5","0","14","0","0","10","4"
"区南部","5","1","2","3","0","0","4","0","0","3","1"
"区西南部","43","25","24","33","1","0","9","4","0","5","3"
"区西部","33","28","45","22","0","0","19","3","0","11","4"
"区西北部","25","11","4","12","3","0","8","1","0","6","2"
"区東北部","5","1","1","1","0","0","8","2","0","3","1"
"区東部","23","8","6","7","1","0","5","2","0","6","1"
"西多摩","0","0","0","0","0","0","0","2","0","0","1"
"南多摩","9","5","1","1","0","0","4","0","0","5","1"
"北多摩西部","6","4","1","0","0","0","1","0","0","2","1"
"北多摩南部","0","0","0","0","0","0","32","1","0","3","3"
"北多摩北部","0","1","0","0","0","0","6","2","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","189","131","103","99","10","0","110","17","0","55","25"


