"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年42週
"集計期間終了週",2009年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3328","3153","6481","289"
"RSウイルス感染症","9","3","12","149"
"咽頭結膜熱","4","1","5","149"
"Ａ群溶血性レンサ球菌咽頭炎","48","50","98","149"
"感染性胃腸炎","156","159","315","149"
"水痘","30","17","47","149"
"手足口病","69","50","119","149"
"伝染性紅斑","7","14","21","149"
"突発性発しん","44","34","78","149"
"百日咳","0","0","0","149"
"ヘルパンギーナ","15","17","32","149"
"流行性耳下腺炎","51","30","81","149"
"不明発しん症","2","3","5","149"
"川崎病","1","0","1","149"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","6","12","39"
"細菌性髄膜炎","0","0","0","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","3","6","9","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
