"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年50週
"集計期間終了週",2004年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","38","30","68","178"
"RSウイルス感染症","9","12","21","142"
"咽頭結膜熱","19","17","36","142"
"Ａ群溶血性レンサ球菌咽頭炎","62","61","123","142"
"感染性胃腸炎","1048","960","2008","142"
"水痘","89","95","184","142"
"手足口病","64","40","104","142"
"伝染性紅斑","13","15","28","142"
"突発性発しん","34","21","55","142"
"百日咳","0","0","0","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","7","4","11","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","75","57","132","142"
"不明発しん症","2","2","4","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","3","3","6","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","3","0","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
