"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","4","2","7","0","0","1","0","0","0","",""
"中央区","12","2","1","2","0","0","0","0","0","0","",""
"みなと","6","26","7","4","0","2","7","2","0","0","",""
"新宿区","31","13","14","40","1","10","13","3","0","0","",""
"文京","5","1","2","2","0","0","4","0","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","5","1","4","1","0","0","4","2","1","0","",""
"江東区","10","6","0","7","0","0","0","0","0","0","",""
"品川区","10","2","1","10","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","1","0","0","2","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","0","",""
"渋谷区","6","4","0","4","0","0","0","0","0","0","",""
"中野区","1","1","1","4","0","2","0","0","0","0","",""
"杉並","6","0","0","1","0","0","2","0","0","0","",""
"池袋","9","6","4","11","0","1","4","3","0","0","",""
"北区","1","1","4","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","0","0","5","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","6","0","0","2","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","4","0","0","",""
"江戸川","7","3","1","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","8","10","0","0","",""
"多摩小平","0","0","0","0","0","0","3","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","127","70","41","102","1","15","53","27","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","0","",""
"中央区","3","1","1","0","0","0","0","0","0","0","",""
"みなと","4","6","1","0","1","0","2","0","0","0","",""
"新宿区","12","8","4","4","0","0","8","3","0","0","",""
"文京","0","0","0","0","0","0","0","0","0","0","",""
"台東","5","2","0","0","0","0","0","0","0","0","",""
"墨田区","1","0","1","1","0","0","3","1","0","0","",""
"江東区","1","0","0","2","0","0","0","0","0","0","",""
"品川区","1","0","0","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","7","0","1","0","0","0","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","0","",""
"渋谷区","8","5","7","0","1","2","0","0","0","0","",""
"中野区","0","0","1","0","0","0","0","0","0","0","",""
"杉並","0","0","1","0","0","0","1","0","0","0","",""
"池袋","10","3","2","4","0","0","0","3","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","1","0","0","0","0","0","0","0","0","",""
"板橋区","3","0","0","0","2","0","3","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","5","0","0","",""
"江戸川","7","0","0","0","1","0","0","0","0","0","",""
"八王子市","4","1","1","1","1","0","0","0","0","0","",""
"町田市","3","1","0","0","3","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","13","0","0","0","3","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","13","6","3","0","",""
"多摩小平","0","0","0","0","0","0","2","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","86","28","20","12","13","2","37","21","3","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年10月"
"集計期間終了月","2011年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","4","2","7","0","0","1","0","0","0","2","2"
"中央区","15","3","2","2","0","0","0","0","0","0","3","0"
"みなと","10","32","8","4","1","2","9","2","0","0","2","1"
"新宿区","43","21","18","44","1","10","21","6","0","0","7","2"
"文京","5","1","2","2","0","0","4","0","0","0","1","1"
"台東","5","2","0","0","0","0","0","0","0","0","2","0"
"墨田区","6","1","5","2","0","0","7","3","1","0","2","1"
"江東区","11","6","0","9","0","0","0","0","0","0","2","0"
"品川区","11","2","1","10","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","8","0","1","1","0","0","3","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","3","0","0","0","0","2"
"渋谷区","14","9","7","4","1","2","0","0","0","0","5","1"
"中野区","1","1","2","4","0","2","0","0","0","0","2","1"
"杉並","6","0","1","1","0","0","3","0","0","0","2","1"
"池袋","19","9","6","15","0","1","4","6","0","0","3","1"
"北区","1","1","4","1","0","0","0","0","0","0","1","0"
"荒川区","3","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","3","0","0","5","2","0","4","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","7","0","0","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","5","9","0","0","0","1"
"江戸川","14","3","1","0","1","0","0","0","0","0","2","0"
"八王子市","4","1","1","1","1","0","0","0","0","0","4","1"
"町田市","3","1","0","0","3","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","0","0","3","0","0","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","21","16","3","0","3","3"
"多摩小平","0","0","0","0","0","0","5","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","213","98","61","114","14","17","90","48","4","0","55","25"


