"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年31週
"集計期間終了週",2012年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","3","5","413"
"RSウイルス感染症","38","31","69","260"
"咽頭結膜熱","85","67","152","260"
"Ａ群溶血性レンサ球菌咽頭炎","154","133","287","260"
"感染性胃腸炎","536","446","982","260"
"水痘","72","57","129","260"
"手足口病","167","141","308","260"
"伝染性紅斑","11","10","21","260"
"突発性発しん","112","85","197","260"
"百日咳","0","5","5","260"
"ヘルパンギーナ","754","658","1412","260"
"流行性耳下腺炎","30","29","59","260"
"不明発しん症","29","26","55","260"
"川崎病","0","0","0","260"
"急性出血性結膜炎","1","2","3","38"
"流行性角結膜炎","17","10","27","38"
"細菌性髄膜炎","1","2","3","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","4","2","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","2","2","25"
