"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年22週
"集計期間終了週",2002年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","1","4","5","142"
"Ａ群溶血性レンサ球菌咽頭炎","66","56","122","142"
"感染性胃腸炎","276","237","513","142"
"水痘","147","135","282","142"
"手足口病","63","54","117","142"
"伝染性紅斑","46","45","91","142"
"突発性発しん","55","35","90","142"
"百日咳","3","2","5","142"
"風しん","4","1","5","142"
"ヘルパンギーナ","78","80","158","142"
"麻しん（成人麻しん以外）","6","6","12","142"
"流行性耳下腺炎","51","55","106","142"
"不明発しん症","9","10","19","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","2","4","6","14"
"流行性角結膜炎","9","11","20","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","2","2","25"
