"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年38週"
"集計期間終了週","2011年38週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","3","0","0","2","3","3","0","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","6","1","0","33","1","43","1","36","0","14","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","24","1","3","42","9","131","0","36","0","35","1","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","5","2","3","38","10","69","1","5","0","15","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","4","2","6","36","9","67","2","1","0","26","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","2","5","10","40","8","85","1","0","0","24","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","0","12","31","8","42","2","0","0","15","6","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","12","20","3","27","1","1","0","11","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","10","21","2","11","0","0","0","6","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","7","19","3","6","0","0","0","2","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","2","12","0","8","0","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","2","0","0","6","39","2","7","1","0","1","4","7","1","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","1","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","2","0","0","0","19","0","4","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","7","44","12","72","358","58","504","9","82","3","158","35","15","2","0","8","0","3","16","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2011年38週"
"集計期間終了週","2011年38週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","5","0","0","4","0","4","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
