"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年18週
"集計期間終了週",2011年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","310","256","566","411"
"RSウイルス感染症","9","2","11","259"
"咽頭結膜熱","35","21","56","259"
"Ａ群溶血性レンサ球菌咽頭炎","202","188","390","259"
"感染性胃腸炎","770","718","1488","259"
"水痘","138","146","284","259"
"手足口病","4","10","14","259"
"伝染性紅斑","61","54","115","259"
"突発性発しん","63","46","109","259"
"百日咳","2","5","7","259"
"ヘルパンギーナ","4","4","8","259"
"流行性耳下腺炎","36","29","65","259"
"不明発しん症","6","7","13","259"
"川崎病","1","1","2","259"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","10","14","24","37"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","2","9","11","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
