"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年4週
"集計期間終了週",2013年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8779","8480","17259","418"
"RSウイルス感染症","53","45","98","264"
"咽頭結膜熱","47","31","78","264"
"Ａ群溶血性レンサ球菌咽頭炎","308","262","570","264"
"感染性胃腸炎","1097","1051","2148","264"
"水痘","134","92","226","264"
"手足口病","16","6","22","264"
"伝染性紅斑","14","13","27","264"
"突発性発しん","67","59","126","264"
"百日咳","1","0","1","264"
"ヘルパンギーナ","0","1","1","264"
"流行性耳下腺炎","23","11","34","264"
"不明発しん症","4","5","9","264"
"川崎病","4","3","7","264"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","5","9","14","37"
"細菌性髄膜炎","2","0","2","24"
"無菌性髄膜炎","3","1","4","24"
"マイコプラズマ肺炎","3","9","12","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","56","45","101","24"
