"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年46週
"集計期間終了週",2002年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","0","2","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","10","4","14","142"
"Ａ群溶血性レンサ球菌咽頭炎","45","31","76","142"
"感染性胃腸炎","522","534","1056","142"
"水痘","59","76","135","142"
"手足口病","21","16","37","142"
"伝染性紅斑","9","12","21","142"
"突発性発しん","25","35","60","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","10","3","13","142"
"麻しん（成人麻しん以外）","2","2","4","142"
"流行性耳下腺炎","23","18","41","142"
"不明発しん症","3","7","10","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","2","7","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","6","10","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","1","2","25"
