"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年40週
"集計期間終了週",2013年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","3","4","411"
"RSウイルス感染症","141","122","263","260"
"咽頭結膜熱","37","37","74","260"
"Ａ群溶血性レンサ球菌咽頭炎","152","138","290","260"
"感染性胃腸炎","486","412","898","260"
"水痘","90","72","162","260"
"手足口病","192","158","350","260"
"伝染性紅斑","8","13","21","260"
"突発性発しん","92","81","173","260"
"百日咳","1","0","1","260"
"ヘルパンギーナ","38","26","64","260"
"流行性耳下腺炎","28","21","49","260"
"不明発しん症","11","17","28","260"
"川崎病","7","3","10","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","3","10","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","5","7","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
