"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年6月"
"集計期間終了月","2010年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","9","0"
"1～4歳","0","0","0","0","0","0","1","20","0"
"5～9歳","0","0","0","0","0","0","2","0","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","4","0","0","2","0","0","0","1","0"
"20～24歳","18","4","6","10","0","2","0","0","0"
"25～29歳","21","10","4","14","0","2","1","0","0"
"30～34歳","20","10","12","9","0","2","0","0","0"
"35～39歳","12","8","11","11","0","2","2","1","0"
"40～44歳","15","9","5","2","0","1","1","0","0"
"45～49歳","7","10","6","5","0","0","3","0","0"
"50～54歳","4","1","1","0","0","0","2","0","0"
"55～59歳","3","7","1","2","0","0","4","1","0"
"60～64歳","2","2","1","3","0","0","8","0","0"
"65～69歳","0","2","1","0","0","0","10","4","0"
"70歳以上","0","1","0","2","0","0","44","7","1"
"合計","106","64","48","60","0","9","89","43","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年6月"
"集計期間終了月","2010年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","12","4","0"
"1～4歳","0","0","0","0","0","0","2","10","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","13","0","0","0","0","0","0","0","0"
"20～24歳","23","6","5","5","3","0","0","0","0"
"25～29歳","18","8","3","2","1","0","0","0","0"
"30～34歳","18","10","7","0","1","0","0","0","0"
"35～39歳","5","2","1","1","1","0","2","0","0"
"40～44歳","2","3","0","0","1","0","0","0","0"
"45～49歳","0","3","0","1","1","0","1","0","0"
"50～54歳","1","0","0","0","1","0","1","0","0"
"55～59歳","0","3","0","0","0","0","1","0","1"
"60～64歳","0","1","0","0","0","0","3","0","0"
"65～69歳","0","1","0","0","0","0","2","0","0"
"70歳以上","0","1","0","0","1","0","24","1","0"
"合計","80","38","16","9","10","0","51","16","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年6月"
"集計期間終了月","2010年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","13","0"
"1～4歳","0","0","0","0","0","0","3","30","0"
"5～9歳","0","0","0","0","0","0","5","1","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","17","0","0","2","0","0","0","1","0"
"20～24歳","41","10","11","15","3","2","0","0","0"
"25～29歳","39","18","7","16","1","2","1","0","0"
"30～34歳","38","20","19","9","1","2","0","0","0"
"35～39歳","17","10","12","12","1","2","4","1","0"
"40～44歳","17","12","5","2","1","1","1","0","0"
"45～49歳","7","13","6","6","1","0","4","0","0"
"50～54歳","5","1","1","0","1","0","3","0","0"
"55～59歳","3","10","1","2","0","0","5","1","1"
"60～64歳","2","3","1","3","0","0","11","0","0"
"65～69歳","0","3","1","0","0","0","12","4","0"
"70歳以上","0","2","0","2","1","0","68","8","1"
"合計","186","102","64","69","10","9","140","59","2"
"定点数","52","52","52","52","52","52","24","24","24"


