"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年11週"
"集計期間終了週","2018年11週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","73","7","2","32","63","2","1","0","7","0","2","0","1","0","1","0","0","0","0","1","3","","","","","",""
"区南部","72","7","2","24","64","0","0","1","4","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","129","9","2","37","91","8","1","6","4","0","2","2","0","0","0","0","0","0","0","1","1","","","","","",""
"区西部","76","3","2","34","56","7","0","0","3","0","0","0","2","0","0","0","0","0","0","2","0","","","","","",""
"区西北部","123","7","1","37","65","3","0","2","5","0","3","0","0","0","0","0","0","0","0","1","2","","","","","",""
"区東北部","93","3","3","29","77","3","0","1","2","0","0","1","0","0","2","0","0","1","0","4","9","","","","","",""
"区東部","103","11","0","36","85","7","1","1","8","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","33","0","0","3","7","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","136","7","3","44","105","4","0","4","8","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","44","1","3","20","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","91","1","0","25","48","3","0","2","4","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩北部","68","4","6","37","52","4","0","0","6","0","0","1","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1042","60","24","358","733","43","3","17","54","2","12","6","3","0","5","0","0","1","1","9","16","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年11週"
"集計期間終了週","2018年11週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","93","1","5","20","46","4","1","0","6","0","2","0","1","0","1","0","0","1","0","1","1","","","","","",""
"区南部","74","4","1","30","59","2","0","2","5","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","110","4","2","26","76","3","1","2","2","0","1","2","0","0","1","0","0","0","0","1","1","","","","","",""
"区西部","94","5","1","34","57","6","1","2","8","0","2","0","2","0","0","0","0","0","0","2","1","","","","","",""
"区西北部","121","2","4","36","68","1","0","2","3","0","1","0","0","0","0","0","0","0","0","1","2","","","","","",""
"区東北部","99","3","1","20","69","5","0","1","3","0","0","1","0","0","1","0","0","1","0","4","4","","","","","",""
"区東部","115","7","2","33","60","10","1","1","4","1","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","35","0","1","9","12","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","166","8","8","36","90","2","0","2","4","1","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","60","2","3","16","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","80","1","1","33","44","1","0","1","6","0","3","3","1","0","0","0","1","1","1","0","1","","","","","",""
"北多摩北部","96","4","6","33","37","1","0","0","4","0","0","1","0","0","1","0","0","0","0","0","3","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1144","41","35","326","636","37","4","13","48","2","16","8","4","0","5","0","1","3","1","9","14","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年11週"
"集計期間終了週","2018年11週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","166","8","7","52","109","6","1","0","13","0","2","0","1","0","2","0","0","1","0","2","4","32","20","2","4","4","0"
"区南部","146","11","3","54","123","2","0","3","9","0","3","0","0","0","1","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","239","13","2","63","167","11","2","8","6","0","3","4","0","0","1","0","0","0","0","1","1","40","25","4","3","3","0"
"区西部","170","8","3","68","113","13","1","2","11","0","2","0","2","0","0","0","0","0","0","2","1","38","25","3","4","4","0"
"区西北部","244","9","5","73","133","4","0","4","8","0","4","0","0","0","0","0","0","0","0","1","2","55","34","6","2","2","0"
"区東北部","192","6","4","49","146","8","0","2","5","0","0","2","0","0","3","0","0","1","0","4","13","40","25","4","1","1","0"
"区東部","218","18","2","69","145","17","2","1","12","1","4","0","0","0","0","0","0","0","0","0","1","41","26","4","1","1","0"
"西多摩","68","0","1","12","19","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","302","15","11","80","195","6","0","6","12","2","5","1","0","0","0","0","0","0","0","0","0","44","28","4","1","1","0"
"北多摩西部","104","3","3","36","38","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","171","1","1","58","92","4","0","3","10","0","3","4","1","0","0","0","1","1","1","0","1","31","19","3","3","3","0"
"北多摩北部","164","8","6","70","89","5","0","0","10","0","0","2","0","0","1","0","0","0","0","0","4","23","15","2","2","2","0"
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2185","100","48","684","1369","80","6","29","100","3","26","13","4","0","8","0","1","3","1","10","27","414","261","38","25","25","0"


