"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年33週
"集計期間終了週",2015年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","3","4","374"
"RSウイルス感染症","18","17","35","231"
"咽頭結膜熱","63","39","102","231"
"Ａ群溶血性レンサ球菌咽頭炎","110","105","215","231"
"感染性胃腸炎","314","266","580","231"
"水痘","20","28","48","231"
"手足口病","840","695","1535","231"
"伝染性紅斑","30","41","71","231"
"突発性発しん","67","52","119","231"
"百日咳","0","1","1","231"
"ヘルパンギーナ","187","155","342","231"
"流行性耳下腺炎","32","30","62","231"
"不明発しん症","10","6","16","231"
"川崎病","1","0","1","231"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","11","10","21","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","8","13","21","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
