"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年1週"
"集計期間終了週","2005年1週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","4","2","5","31","12","3","0","3","0","0","3","0","5","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","6","1","3","5","47","13","1","2","3","0","0","0","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","0","36","7","1","0","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","","","","","",""
"区西部","4","0","1","4","83","17","4","0","1","0","0","0","0","8","3","0","0","0","0","0","1","0","0","","","","","",""
"区西北部","13","0","1","3","44","18","1","0","4","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","2","24","17","0","1","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","6","0","0","2","41","18","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","1","1","14","5","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","9","2","0","0","69","13","1","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","5","0","0","1","32","8","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","2","0","0","2","19","2","0","4","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","2","1","3","1","46","10","1","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","53","8","13","26","486","140","13","9","18","1","0","4","0","63","4","0","0","2","0","0","1","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年1週"
"集計期間終了週","2005年1週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","3","1","6","23","9","3","1","4","0","0","3","0","2","0","0","0","2","0","0","0","0","0","","","","","",""
"区南部","4","1","4","6","57","11","2","5","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","0","49","10","1","1","0","0","0","0","0","15","0","1","0","1","0","0","0","0","0","","","","","",""
"区西部","6","0","1","4","74","5","3","4","2","0","0","0","0","3","1","0","0","1","0","0","2","0","0","","","","","",""
"区西北部","4","1","1","3","49","19","1","2","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","1","0","1","3","30","26","0","3","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"区東部","3","2","0","2","50","11","1","3","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","1","1","20","7","0","0","2","0","0","0","0","10","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","2","0","0","79","5","1","0","3","0","0","2","0","8","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩西部","3","0","0","1","24","8","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","2","0","0","1","17","2","1","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","3","1","3","1","29","4","1","1","2","1","0","0","1","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","37","10","13","28","501","117","14","24","23","1","0","5","1","60","3","1","0","5","0","0","3","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年1週"
"集計期間終了週","2005年1週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
