"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年5週
"集計期間終了週",2010年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","507","481","988","288"
"RSウイルス感染症","75","66","141","148"
"咽頭結膜熱","5","4","9","148"
"Ａ群溶血性レンサ球菌咽頭炎","150","148","298","148"
"感染性胃腸炎","1021","964","1985","148"
"水痘","106","96","202","148"
"手足口病","12","5","17","148"
"伝染性紅斑","3","8","11","148"
"突発性発しん","30","37","67","148"
"百日咳","0","2","2","148"
"ヘルパンギーナ","2","1","3","148"
"流行性耳下腺炎","35","26","61","148"
"不明発しん症","5","1","6","148"
"川崎病","1","1","2","148"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","2","8","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","4","3","7","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
