"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2017年7月"
"集計期間終了月","2017年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","56","45","6","22","0","0","6","0","0","",""
"区南部","4","5","0","3","0","0","1","0","0","",""
"区西南部","9","6","2","13","0","0","3","0","0","",""
"区西部","31","10","50","23","0","0","8","1","0","",""
"区西北部","10","4","1","15","0","0","2","3","0","",""
"区東北部","1","0","0","0","0","0","2","1","0","",""
"区東部","15","7","2","9","0","0","6","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","17","1","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","127","77","61","85","0","0","48","7","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2017年7月"
"集計期間終了月","2017年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","20","5","5","17","1","0","0","0","0","",""
"区南部","8","0","0","0","0","0","0","0","0","",""
"区西南部","9","3","3","1","0","0","2","1","0","",""
"区西部","7","9","20","4","1","0","10","0","0","",""
"区西北部","13","5","4","1","3","0","3","0","0","",""
"区東北部","2","1","0","1","0","0","0","0","0","",""
"区東部","4","1","4","1","2","0","3","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","2","1","0","0","0","1","0","0","",""
"北多摩西部","9","3","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","2","0","0","0","7","1","0","",""
"北多摩北部","0","1","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","80","30","39","25","7","0","27","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2017年7月"
"集計期間終了月","2017年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","76","50","11","39","1","0","6","0","0","10","4"
"区南部","12","5","0","3","0","0","1","0","0","3","1"
"区西南部","18","9","5","14","0","0","5","1","0","5","3"
"区西部","38","19","70","27","1","0","18","1","0","11","4"
"区西北部","23","9","5","16","3","0","5","3","0","6","2"
"区東北部","3","1","0","1","0","0","2","1","0","3","1"
"区東部","19","8","6","10","2","0","9","2","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","8","2","1","0","0","0","3","0","0","5","1"
"北多摩西部","9","3","0","0","0","0","0","0","0","2","1"
"北多摩南部","1","0","2","0","0","0","24","2","0","3","3"
"北多摩北部","0","1","0","0","0","0","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","207","107","100","110","7","0","75","10","0","55","25"


