"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年49週
"集計期間終了週",2013年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","121","161","282","414"
"RSウイルス感染症","115","103","218","261"
"咽頭結膜熱","87","67","154","261"
"Ａ群溶血性レンサ球菌咽頭炎","334","272","606","261"
"感染性胃腸炎","2834","2764","5598","261"
"水痘","164","184","348","261"
"手足口病","30","31","61","261"
"伝染性紅斑","34","28","62","261"
"突発性発しん","90","88","178","261"
"百日咳","0","0","0","261"
"ヘルパンギーナ","5","8","13","261"
"流行性耳下腺炎","31","25","56","261"
"不明発しん症","5","5","10","261"
"川崎病","4","2","6","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","12","15","27","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","3","4","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","1","3","25"
"インフルエンザ入院","0","2","2","25"
