"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年28週
"集計期間終了週",2011年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","1","3","415"
"RSウイルス感染症","29","13","42","261"
"咽頭結膜熱","147","117","264","261"
"Ａ群溶血性レンサ球菌咽頭炎","227","190","417","261"
"感染性胃腸炎","565","466","1031","261"
"水痘","149","123","272","261"
"手足口病","1206","971","2177","261"
"伝染性紅斑","81","114","195","261"
"突発性発しん","105","95","200","261"
"百日咳","1","12","13","261"
"ヘルパンギーナ","933","854","1787","261"
"流行性耳下腺炎","68","41","109","261"
"不明発しん症","38","41","79","261"
"川崎病","5","3","8","261"
"急性出血性結膜炎","3","1","4","36"
"流行性角結膜炎","9","11","20","36"
"細菌性髄膜炎","2","0","2","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","8","8","16","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
