"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年49週"
"集計期間終了週","2009年49週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","10","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"～1歳","26","3","1","0","18","3","3","1","22","0","0","0","1","0","0","0","0","0","0","0"
"1歳","78","7","1","0","62","14","10","0","20","0","4","2","1","1","0","0","1","0","0","0"
"2歳","111","1","0","1","27","18","4","3","2","0","1","4","1","0","0","1","0","0","0","0"
"3歳","121","0","2","9","37","22","7","3","1","0","0","9","0","0","0","0","0","0","0","0"
"4歳","170","0","1","8","25","15","6","1","0","0","4","15","1","0","0","1","0","0","0","0"
"5歳","182","0","0","17","34","10","3","0","0","0","1","11","0","0","0","1","0","0","0","0"
"6歳","187","0","0","16","21","10","2","0","0","0","1","6","0","0","0","0","0","0","2","0"
"7歳","175","0","0","15","20","4","0","0","0","1","0","2","0","0","0","0","0","0","0","0"
"8歳","149","0","0","12","20","1","1","1","0","0","1","4","0","0","0","0","0","0","0","0"
"9歳","125","0","0","1","14","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","446","0","0","9","45","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"15～19歳","228","0","0","0","10","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"20～29歳","182","0","0","4","42","0","0","0","0","1","1","1","0","0","0","2","0","0","0","0"
"30～39歳","134","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"40～49歳","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"合計","2435","13","5","92","376","101","36","9","46","2","13","58","4","1","1","11","2","0","3","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年49週"
"集計期間終了週","2009年49週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","5","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","23","6","0","0","15","3","1","1","14","0","0","0","2","1","0","0","0","0","0","0"
"1歳","51","0","0","2","44","13","11","1","26","0","3","2","3","0","0","1","0","0","0","0"
"2歳","75","0","0","1","32","10","2","0","3","0","0","4","1","0","0","0","0","0","0","0"
"3歳","99","0","1","5","30","11","2","1","0","0","0","5","0","0","0","0","0","0","0","0"
"4歳","169","0","1","5","27","17","2","0","0","0","0","8","1","0","0","0","0","0","0","0"
"5歳","169","0","2","9","29","16","1","1","0","0","2","3","0","0","0","0","0","0","1","0"
"6歳","182","0","0","17","28","8","0","0","0","0","1","4","0","0","0","0","0","0","1","0"
"7歳","142","0","0","9","15","4","0","3","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","142","0","0","3","20","1","0","1","0","0","0","6","0","0","0","0","0","0","0","0"
"9歳","122","0","0","3","13","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"10～14歳","408","0","0","6","23","1","0","0","0","0","0","4","0","0","0","1","0","0","0","0"
"15～19歳","169","0","0","0","7","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0"
"20～29歳","170","0","0","4","71","0","0","0","0","2","1","2","0","0","0","1","0","0","0","0"
"30～39歳","181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40～49歳","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2296","6","4","64","357","85","19","9","44","2","9","42","7","1","0","7","0","0","3","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年49週"
"集計期間終了週","2009年49週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","15","2","0","0","4","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0"
"～1歳","49","9","1","0","33","6","4","2","36","0","0","0","3","1","0","0","0","0","0","0"
"1歳","129","7","1","2","106","27","21","1","46","0","7","4","4","1","0","1","1","0","0","0"
"2歳","186","1","0","2","59","28","6","3","5","0","1","8","2","0","0","1","0","0","0","0"
"3歳","220","0","3","14","67","33","9","4","1","0","0","14","0","0","0","0","0","0","0","0"
"4歳","339","0","2","13","52","32","8","1","0","0","4","23","2","0","0","1","0","0","0","0"
"5歳","351","0","2","26","63","26","4","1","0","0","3","14","0","0","0","1","0","0","1","0"
"6歳","369","0","0","33","49","18","2","0","0","0","2","10","0","0","0","0","0","0","3","0"
"7歳","317","0","0","24","35","8","0","3","0","1","0","4","0","0","0","0","0","0","0","0"
"8歳","291","0","0","15","40","2","1","2","0","0","1","10","0","0","0","0","0","0","0","0"
"9歳","247","0","0","4","27","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"10～14歳","854","0","0","15","68","2","0","0","0","0","0","6","0","0","0","1","0","0","0","0"
"15～19歳","397","0","0","0","17","1","0","1","0","0","2","2","0","0","0","1","0","0","0","0"
"20～29歳","352","0","0","8","113","0","0","0","0","3","2","3","0","0","0","3","0","0","0","0"
