"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2004年5週"
"集計期間終了週","2004年5週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","166","2","0","6","53","13","0","9","2","0","0","0","1","0","0","0","1","1","0","0","0","0","0","","","","","",""
"区南部","130","0","4","7","59","8","0","3","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","186","0","0","3","68","9","0","3","4","0","1","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","251","0","0","1","62","9","0","1","3","0","0","0","0","1","1","0","0","0","0","0","1","0","0","","","","","",""
"区西北部","249","0","0","4","45","8","0","2","6","0","1","0","1","1","0","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","217","0","0","7","40","20","0","0","9","0","0","0","1","4","0","0","0","2","0","0","0","0","0","","","","","",""
"区東部","189","0","1","4","39","8","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","185","0","0","0","19","3","1","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","152","0","0","3","36","7","0","5","1","0","0","0","0","1","1","0","0","0","0","0","2","0","0","","","","","",""
"北多摩西部","122","0","1","0","12","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","196","0","0","2","27","5","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","196","2","0","9","51","5","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2312","4","6","46","511","97","2","29","40","0","2","0","5","21","2","0","1","7","0","0","3","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2004年5週"
"集計期間終了週","2004年5週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","176","2","3","8","49","10","0","9","3","0","0","1","1","1","0","0","1","1","0","0","0","0","0","","","","","",""
"区南部","120","0","4","4","59","10","0","2","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","178","0","0","3","64","8","0","6","5","0","1","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","237","0","0","4","75","5","0","6","4","0","0","0","0","1","2","0","0","0","0","0","1","0","0","","","","","",""
"区西北部","254","0","0","3","35","4","0","2","2","0","1","0","1","2","0","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","216","0","0","11","18","5","0","4","2","0","0","0","1","2","0","1","0","2","0","0","0","0","0","","","","","",""
"区東部","205","0","1","5","37","8","1","3","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","170","0","0","3","29","4","1","1","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","142","0","0","1","31","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","","","","","",""
"北多摩西部","127","0","1","0","15","1","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","161","0","0","1","29","3","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","199","2","0","6","52","4","0","2","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","55","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2240","4","9","51","493","63","2","39","27","0","4","2","5","19","5","1","1","8","0","0","2","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2004年5週"
"集計期間終了週","2004年5週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
