"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年50週
"集計期間終了週",2020年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","408"
"RSウイルス感染症","0","2","2","257"
"咽頭結膜熱","27","25","52","257"
"Ａ群溶血性レンサ球菌咽頭炎","69","52","121","257"
"感染性胃腸炎","377","352","729","257"
"水痘","21","19","40","257"
"手足口病","3","3","6","257"
"伝染性紅斑","9","3","12","257"
"突発性発しん","65","53","118","257"
"ヘルパンギーナ","3","3","6","257"
"流行性耳下腺炎","3","4","7","257"
"不明発しん症","2","2","4","257"
"川崎病","0","3","3","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","2","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
