"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年17週
"集計期間終了週",2014年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","434","417","851","414"
"RSウイルス感染症","17","16","33","264"
"咽頭結膜熱","61","44","105","264"
"Ａ群溶血性レンサ球菌咽頭炎","422","332","754","264"
"感染性胃腸炎","1118","1004","2122","264"
"水痘","133","112","245","264"
"手足口病","12","7","19","264"
"伝染性紅斑","29","25","54","264"
"突発性発しん","94","80","174","264"
"百日咳","0","1","1","264"
"ヘルパンギーナ","7","1","8","264"
"流行性耳下腺炎","38","22","60","264"
"不明発しん症","12","11","23","264"
"川崎病","3","2","5","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","3","5","8","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","5","4","9","25"
"インフルエンザ入院","6","3","9","25"
