"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年24週
"集計期間終了週",2006年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","3","5","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","94","74","168","142"
"Ａ群溶血性レンサ球菌咽頭炎","160","132","292","142"
"感染性胃腸炎","285","249","534","142"
"水痘","116","107","223","142"
"手足口病","31","22","53","142"
"伝染性紅斑","66","35","101","142"
"突発性発しん","42","40","82","142"
"百日咳","0","0","0","142"
"風しん","0","2","2","142"
"ヘルパンギーナ","354","329","683","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","49","49","98","142"
"不明発しん症","12","14","26","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","5","12","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
