"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年29週
"集計期間終了週",2015年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","4","7","410"
"RSウイルス感染症","10","5","15","259"
"咽頭結膜熱","97","78","175","259"
"Ａ群溶血性レンサ球菌咽頭炎","375","337","712","259"
"感染性胃腸炎","691","572","1263","259"
"水痘","69","52","121","259"
"手足口病","2138","1810","3948","259"
"伝染性紅斑","178","204","382","259"
"突発性発しん","77","93","170","259"
"百日咳","3","9","12","259"
"ヘルパンギーナ","443","422","865","259"
"流行性耳下腺炎","59","49","108","259"
"不明発しん症","27","25","52","259"
"川崎病","3","3","6","259"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","15","21","36","39"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","7","3","10","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
