"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年40週
"集計期間終了週",2018年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","44","56","100","412"
"RSウイルス感染症","176","164","340","260"
"咽頭結膜熱","29","26","55","260"
"Ａ群溶血性レンサ球菌咽頭炎","232","173","405","260"
"感染性胃腸炎","584","489","1073","260"
"水痘","20","36","56","260"
"手足口病","273","210","483","260"
"伝染性紅斑","174","165","339","260"
"突発性発しん","63","73","136","260"
"ヘルパンギーナ","96","72","168","260"
"流行性耳下腺炎","14","16","30","260"
"不明発しん症","19","15","34","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","13","12","25","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
