"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年51週
"集計期間終了週",2019年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4663","4677","9340","416"
"RSウイルス感染症","40","25","65","261"
"咽頭結膜熱","78","67","145","261"
"Ａ群溶血性レンサ球菌咽頭炎","526","463","989","261"
"感染性胃腸炎","1381","1258","2639","261"
"水痘","96","95","191","261"
"手足口病","121","125","246","261"
"伝染性紅斑","13","15","28","261"
"突発性発しん","48","59","107","261"
"ヘルパンギーナ","15","14","29","261"
"流行性耳下腺炎","10","6","16","261"
"不明発しん症","7","2","9","261"
"川崎病","3","2","5","261"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","7","4","11","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","11","5","16","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","43","41","84","25"
