"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年46週
"集計期間終了週",2012年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","31","41","72","413"
"RSウイルス感染症","76","59","135","261"
"咽頭結膜熱","57","49","106","261"
"Ａ群溶血性レンサ球菌咽頭炎","312","267","579","261"
"感染性胃腸炎","1832","1676","3508","261"
"水痘","130","109","239","261"
"手足口病","71","47","118","261"
"伝染性紅斑","4","5","9","261"
"突発性発しん","95","60","155","261"
"百日咳","3","7","10","261"
"ヘルパンギーナ","8","9","17","261"
"流行性耳下腺炎","42","25","67","261"
"不明発しん症","12","8","20","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","7","6","13","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","16","16","32","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
