"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2022年29週"
"集計期間終了週","2022年29週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","1","0","0","2","0","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","10","0","1","5","0","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","9","1","6","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","1","0","21","0","9","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","0","0","3","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","5","1","0","30","0","12","0","2","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","12","0","0","6","0","6","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","11","0","0","7","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","39","0","0","28","0","37","0","1","10","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","13","1","1","18","1","30","0","1","2","0","1","0","0","3","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","5","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","0","4","0","1","17","0","12","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","2","1","2","16","0","23","0","1","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","8","1","3","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","0","8","0","12","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","10","2","0","4","0","5","0","1","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","0","3","1","0","10","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","5","0","2","28","4","36","0","1","9","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","8","7","0","23","0","18","0","2","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","0","11","0","13","0","2","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","13","1","0","20","1","31","0","0","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","10","0","0","36","0","23","0","1","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","1","12","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","7","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","1","0","6","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","15","0","2","22","1","20","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","23","0","1","32","6","51","0","5","10","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","0","15","4","1","40","0","28","0","3","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","221","22","21","432","14","415","0","27","133","3","5","2","0","5","0","0","0","0","0","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2022年29週"
"集計期間終了週","2022年29週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","4","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"みなと","0","8","0","0","5","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","12","0","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","3","0","0","1","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","0","0","22","1","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","1","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","3","5","0","0","21","0","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","13","0","0","5","0","4","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","6","0","0","7","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","20","1","0","23","1","39","0","2","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","15","0","0","5","1","42","0","1","5","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
