"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年34週
"集計期間終了週",2012年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","4","11","401"
"RSウイルス感染症","82","64","146","251"
"咽頭結膜熱","59","55","114","251"
"Ａ群溶血性レンサ球菌咽頭炎","96","89","185","251"
"感染性胃腸炎","417","347","764","251"
"水痘","60","52","112","251"
"手足口病","76","85","161","251"
"伝染性紅斑","7","12","19","251"
"突発性発しん","80","87","167","251"
"百日咳","1","1","2","251"
"ヘルパンギーナ","171","192","363","251"
"流行性耳下腺炎","36","20","56","251"
"不明発しん症","17","15","32","251"
"川崎病","5","3","8","251"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","14","5","19","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","7","6","13","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
