"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年5月"
"集計期間終了月","2012年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","4","2","0","0"
"1～4歳","0","0","0","0","0","0","1","6","0","0"
"5～9歳","0","0","0","0","0","0","1","2","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","1","0","1","2","0","0","1","1","0","0"
"20～24歳","18","5","2","15","0","3","1","0","0","0"
"25～29歳","29","8","7","12","0","1","1","0","0","0"
"30～34歳","19","12","6","8","1","0","0","0","0","0"
"35～39歳","15","12","8","13","0","1","0","0","0","0"
"40～44歳","19","9","13","5","0","0","2","0","0","0"
"45～49歳","8","4","5","4","0","1","2","0","0","0"
"50～54歳","1","6","3","2","0","0","3","0","0","0"
"55～59歳","2","3","2","0","0","2","5","0","0","0"
"60～64歳","7","5","1","0","0","0","2","2","0","0"
"65～69歳","0","1","1","0","0","0","3","1","0","0"
"70歳以上","0","4","0","0","0","0","33","7","0","0"
"合計","119","69","49","61","1","8","60","21","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年5月"
"集計期間終了月","2012年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","8","3","0","0"
"1～4歳","0","0","0","0","0","0","7","10","0","0"
"5～9歳","0","0","0","0","0","0","0","3","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","4","0","3","2","0","0","2","0","0","0"
"20～24歳","22","4","10","0","2","0","1","0","0","0"
"25～29歳","16","14","6","3","4","1","3","0","0","0"
"30～34歳","14","7","6","0","0","0","0","1","0","0"
"35～39歳","10","3","3","2","3","0","1","0","0","0"
"40～44歳","1","5","0","0","0","0","0","2","0","0"
"45～49歳","1","5","1","0","0","0","0","0","0","0"
"50～54歳","0","2","0","0","0","0","0","0","0","0"
"55～59歳","0","1","0","0","1","0","1","0","0","0"
"60～64歳","0","1","0","0","0","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","1","0","0","0"
"70歳以上","0","3","0","0","1","0","14","7","0","0"
"合計","68","45","29","7","11","1","38","26","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年5月"
"集計期間終了月","2012年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","12","5","0","0"
"1～4歳","0","0","0","0","0","0","8","16","0","0"
"5～9歳","0","0","0","0","0","0","1","5","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","5","0","4","4","0","0","3","1","0","0"
"20～24歳","40","9","12","15","2","3","2","0","0","0"
"25～29歳","45","22","13","15","4","2","4","0","0","0"
"30～34歳","33","19","12","8","1","0","0","1","0","0"
"35～39歳","25","15","11","15","3","1","1","0","0","0"
"40～44歳","20","14","13","5","0","0","2","2","0","0"
"45～49歳","9","9","6","4","0","1","2","0","0","0"
"50～54歳","1","8","3","2","0","0","3","0","0","0"
"55～59歳","2","4","2","0","1","2","6","0","0","0"
"60～64歳","7","6","1","0","0","0","2","2","0","0"
"65～69歳","0","1","1","0","0","0","4","1","0","0"
"70歳以上","0","7","0","0","1","0","47","14","0","0"
"合計","187","114","78","68","12","9","98","47","0","0"
"定点数","54","54","54","54","54","54","25","25","25","25"


