"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年31週
"集計期間終了週",2000年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","14","17","31","142"
"Ａ群溶血性レンサ球菌咽頭炎","21","13","34","142"
"感染性胃腸炎","116","90","206","142"
"水痘","46","39","85","142"
"手足口病","229","197","426","142"
"伝染性紅斑","13","11","24","142"
"突発性発しん","38","23","61","142"
"百日咳","1","1","2","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","210","175","385","142"
"麻しん（成人麻しん以外）","8","9","17","142"
"流行性耳下腺炎","70","44","114","142"
"不明発しん症","7","9","16","142"
"川崎病","1","3","4","142"
"急性出血性結膜炎","0","1","1","14"
"流行性角結膜炎","26","17","43","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
