"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年39週"
"集計期間終了週","2018年39週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","1","5","9","0","7","1","0","1","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","1","4","4","2","5","1","1","2","2","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","16","1","6","19","1","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","1","5","0","3","2","4","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","8","5","0","1","8","0","11","1","2","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","5","0","1","4","0","4","3","1","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"江東区","0","6","1","10","39","1","6","3","4","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","0","5","1","4","15","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","3","0","2","10","2","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","7","11","3","10","46","2","3","2","4","11","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","5","9","0","9","29","4","10","11","2","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","0","2","10","0","2","1","1","2","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","1","8","0","9","18","0","11","0","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","5","0","7","13","0","4","1","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","5","0","2","3","0","2","1","1","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北区","1","1","0","4","6","1","2","4","2","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","0","13","0","4","6","1","5","0","0","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","1","2","1","2","8","0","3","3","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","2","1","16","20","6","10","11","7","9","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","0","4","2","10","28","6","6","2","0","5","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","6","0","2","24","0","3","2","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","4","2","2","5","13","0","10","0","3","3","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","3","16","2","18","46","1","9","6","0","5","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
