"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年13週
"集計期間終了週",2024年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2008","1895","3903","415"
"新型コロナウイルス感染症（COVID-19）","698","748","1446","415"
"RSウイルス感染症","106","84","190","262"
"咽頭結膜熱","32","19","51","262"
"Ａ群溶血性レンサ球菌咽頭炎","396","343","739","262"
"感染性胃腸炎","611","498","1109","262"
"水痘","27","22","49","262"
"手足口病","6","10","16","262"
"伝染性紅斑","16","7","23","262"
"突発性発しん","30","21","51","262"
"ヘルパンギーナ","2","3","5","262"
"流行性耳下腺炎","6","3","9","262"
"不明発しん症","2","1","3","262"
"川崎病","0","2","2","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","7","11","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","8","11","19","25"
"COVID-19入院","69","51","120","25"
