"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年15週
"集計期間終了週",2012年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","841","744","1585","416"
"RSウイルス感染症","29","18","47","262"
"咽頭結膜熱","20","14","34","262"
"Ａ群溶血性レンサ球菌咽頭炎","216","241","457","262"
"感染性胃腸炎","1569","1434","3003","262"
"水痘","110","96","206","262"
"手足口病","9","5","14","262"
"伝染性紅斑","15","16","31","262"
"突発性発しん","96","81","177","262"
"百日咳","3","3","6","262"
"ヘルパンギーナ","1","3","4","262"
"流行性耳下腺炎","28","20","48","262"
"不明発しん症","6","7","13","262"
"川崎病","2","1","3","262"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","11","5","16","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","8","8","16","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","5","8","13","25"
