"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年15週
"集計期間終了週",2023年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","407","386","793","413"
"RSウイルス感染症","48","36","84","260"
"咽頭結膜熱","37","17","54","260"
"Ａ群溶血性レンサ球菌咽頭炎","79","60","139","260"
"感染性胃腸炎","605","525","1130","260"
"水痘","12","15","27","260"
"手足口病","13","22","35","260"
"伝染性紅斑","9","10","19","260"
"突発性発しん","35","38","73","260"
"ヘルパンギーナ","7","9","16","260"
"流行性耳下腺炎","5","3","8","260"
"不明発しん症","6","4","10","260"
"川崎病","0","1","1","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","1","5","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","9","1","10","25"
