"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年28週"
"集計期間終了週","2010年28週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","4","4","3","0","1","0","2","0","0","0","0","0","0","0","0","0"
"～1歳","1","0","2","0","15","6","27","1","21","0","39","0","1","0","0","0","0","0","0","0"
"1歳","0","0","7","2","28","12","88","1","27","1","155","3","3","0","0","0","0","0","0","0"
"2歳","0","0","4","4","29","21","65","1","1","1","117","7","2","0","0","0","0","0","0","0"
"3歳","0","0","4","10","24","20","70","7","2","0","105","10","1","0","0","0","0","0","0","0"
"4歳","2","0","2","16","34","17","44","3","1","0","115","20","0","0","0","0","0","1","1","0"
"5歳","0","0","1","10","23","12","46","4","0","0","79","14","0","1","0","0","0","1","1","0"
"6歳","0","0","3","6","24","4","21","3","0","1","38","4","1","0","0","0","0","0","0","0"
"7歳","0","0","1","7","13","1","11","5","0","2","29","8","0","0","0","0","0","0","0","0"
"8歳","0","0","0","8","22","1","9","2","0","0","13","10","1","0","0","0","0","0","0","0"
"9歳","0","0","0","7","14","0","6","1","1","0","8","3","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","9","32","2","3","1","0","1","4","5","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","1","0","0","5","20","2","2","0","0","1","2","0","0","0","1","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6","0","24","84","285","102","397","29","54","7","706","84","9","1","1","8","0","2","2","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年28週"
"集計期間終了週","2010年28週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","3","1","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","21","5","17","1","25","0","46","0","0","0","0","1","0","0","0","0"
"1歳","0","0","4","1","33","13","71","2","20","0","137","1","1","0","0","0","0","0","0","0"
"2歳","0","0","3","3","21","6","48","4","3","1","122","4","1","0","0","0","0","0","0","0"
"3歳","0","0","4","4","25","21","44","4","0","0","114","11","1","1","0","0","0","0","2","0"
"4歳","0","0","3","9","16","8","37","5","0","0","106","12","1","0","0","0","0","0","1","0"
"5歳","0","0","4","10","15","5","27","7","0","0","69","10","0","0","0","0","0","0","0","0"
"6歳","0","0","2","6","12","4","20","3","0","0","45","11","0","0","0","0","0","0","0","0"
"7歳","0","0","1","11","11","0","10","2","0","0","14","6","0","0","0","0","0","0","0","0"
"8歳","0","0","0","2","19","3","7","2","0","1","10","12","0","0","0","0","0","0","0","0"
"9歳","1","0","0","4","7","0","2","3","0","0","5","5","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","5","25","1","5","2","0","1","9","3","1","0","0","0","0","0","0","0"
"15～19歳","1","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","2","0","1","6","28","1","5","1","0","6","8","2","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","0","22","61","242","68","293","36","49","9","692","77","5","1","0","6","0","0","3","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年28週"
"集計期間終了週","2010年28週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","7","5","3","0","2","0","8","0","0","0","0","0","0","0","0","0"
"～1歳","1","0","2","0","36","11","44","2","46","0","85","0","1","0","0","1","0","0","0","0"
"1歳","0","0","11","3","61","25","159","3","47","1","292","4","4","0","0","0","0","0","0","0"
"2歳","0","0","7","7","50","27","113","5","4","2","239","11","3","0","0","0","0","0","0","0"
"3歳","0","0","8","14","49","41","114","11","2","0","219","21","2","1","0","0","0","0","2","0"
"4歳","2","0","5","25","50","25","81","8","1","0","221","32","1","0","0","0","0","1","2","0"
"5歳","0","0","5","20","38","17","73","11","0","0","148","24","0","1","0","0","0","1","1","0"
"6歳","0","0","5","12","36","8","41","6","0","1","83","15","1","0","0","0","0","0","0","0"
"7歳","0","0","2","18","24","1","21","7","0","2","43","14","0","0","0","0","0","0","0","0"
"8歳","0","0","0","10","41","4","16","4","0","1","23","22","1","0","0","0","0","0","0","0"
"9歳","1","0","0","11","21","0","8","4","1","0","13","8","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","14","57","3","8","3","0","2","13","8","1","0","0","0","0","0","0","0"
"15～19歳","1","0","0","0","9","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","3","0","1","11","48","3","7","1","0","7","10","2","0","0","1","0","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","14","0","46","145","527","170","690","65","103","16","1398","161","14","2","1","14","0","2","5","0"
"定点数","283","147","147","147","147","147","147","147","147","147","147","147","147","147","38","38","24","24","24","24"


