"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年38週
"集計期間終了週",2018年38週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","36","43","79","413"
"RSウイルス感染症","193","169","362","260"
"咽頭結膜熱","31","19","50","260"
"Ａ群溶血性レンサ球菌咽頭炎","186","155","341","260"
"感染性胃腸炎","493","409","902","260"
"水痘","25","29","54","260"
"手足口病","161","160","321","260"
"伝染性紅斑","106","113","219","260"
"突発性発しん","63","63","126","260"
"ヘルパンギーナ","77","86","163","260"
"流行性耳下腺炎","14","14","28","260"
"不明発しん症","14","11","25","260"
"川崎病","2","0","2","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","5","9","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","5","1","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
