"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年41週
"集計期間終了週",2012年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","11","6","17","409"
"RSウイルス感染症","183","176","359","260"
"咽頭結膜熱","39","33","72","260"
"Ａ群溶血性レンサ球菌咽頭炎","155","145","300","260"
"感染性胃腸炎","413","357","770","260"
"水痘","76","52","128","260"
"手足口病","69","59","128","260"
"伝染性紅斑","5","4","9","260"
"突発性発しん","83","89","172","260"
"百日咳","2","2","4","260"
"ヘルパンギーナ","40","39","79","260"
"流行性耳下腺炎","47","29","76","260"
"不明発しん症","14","18","32","260"
"川崎病","4","2","6","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","2","12","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","12","18","30","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
