"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年11週
"集計期間終了週",2015年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","566","547","1113","411"
"RSウイルス感染症","30","19","49","260"
"咽頭結膜熱","39","16","55","260"
"Ａ群溶血性レンサ球菌咽頭炎","466","393","859","260"
"感染性胃腸炎","1251","1098","2349","260"
"水痘","60","76","136","260"
"手足口病","12","8","20","260"
"伝染性紅斑","96","87","183","260"
"突発性発しん","60","65","125","260"
"百日咳","4","3","7","260"
"ヘルパンギーナ","1","2","3","260"
"流行性耳下腺炎","44","45","89","260"
"不明発しん症","10","3","13","260"
"川崎病","5","4","9","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","7","15","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","3","4","7","25"
