"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年44週"
"集計期間終了週","2012年44週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","10","3","13","58","12","12","0","1","0","1","0","0","0","0","1","0","0","3","0","0","","","","","",""
"区南部","0","9","7","13","92","7","0","0","3","1","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","8","2","22","94","7","0","0","5","0","1","0","1","1","0","2","0","1","0","0","0","","","","","",""
"区西部","4","7","3","19","44","1","1","1","9","0","0","6","1","0","0","0","0","0","3","1","0","","","","","",""
"区西北部","1","3","5","13","73","8","3","0","7","0","1","5","0","0","0","2","0","0","1","0","0","","","","","",""
"区東北部","0","4","18","18","75","8","2","1","10","0","2","4","1","0","0","1","0","0","4","0","0","","","","","",""
"区東部","1","11","5","21","94","6","10","2","8","0","0","1","3","0","0","0","0","0","2","0","0","","","","","",""
"西多摩","4","5","0","2","15","4","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","29","3","36","101","8","11","0","13","0","2","4","1","1","0","3","0","0","0","0","0","","","","","",""
"北多摩西部","1","3","0","10","19","1","3","0","1","0","1","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","5","0","16","56","6","4","0","4","0","1","0","0","0","0","0","0","1","1","0","0","","","","","",""
"北多摩北部","1","7","2","19","39","5","5","0","3","1","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","14","101","48","203","760","73","54","4","64","3","12","24","9","2","0","10","0","2","14","1","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年44週"
"集計期間終了週","2012年44週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","3","3","4","53","1","5","0","6","0","1","1","0","1","0","1","0","0","1","0","0","","","","","",""
"区南部","0","7","8","13","68","7","2","0","4","3","1","5","1","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","1","4","2","15","94","12","2","1","8","0","1","1","1","1","0","1","0","2","1","0","0","","","","","",""
"区西部","4","6","1","24","51","3","2","1","5","0","0","5","1","1","0","0","0","0","3","1","0","","","","","",""
"区西北部","1","4","1","9","60","6","2","0","7","2","1","5","4","1","0","1","0","0","2","0","0","","","","","",""
"区東北部","0","6","8","12","82","2","5","2","13","0","3","1","1","0","1","1","0","0","5","0","0","","","","","",""
"区東部","1","7","3","21","83","6","8","1","9","2","1","5","1","0","0","0","0","0","2","0","0","","","","","",""
"西多摩","3","2","0","1","16","4","3","0","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","13","4","27","98","7","14","0","8","0","1","4","1","1","0","3","0","0","0","0","0","","","","","",""
"北多摩西部","1","4","0","13","31","1","3","0","5","0","1","1","0","1","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","5","1","10","52","8","5","2","8","1","1","1","1","0","0","0","0","1","1","0","0","","","","","",""
"北多摩北部","1","9","3","21","25","11","4","0","9","1","1","0","1","0","0","2","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","70","34","171","713","68","55","7","82","10","16","30","12","6","1","11","0","3","15","1","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年44週"
"集計期間終了週","2012年44週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","13","3","17","111","13","17","0","7","0","1","1","0","1","0","1","0","0","4","0","0","32","20","2","4","4","0"
"区南部","0","16","15","26","160","14","2","0","7","4","2","7","1","0","0","1","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","1","12","2","37","188","19","2","1","13","0","1","1","2","1","0","3","0","3","1","0","0","40","25","4","3","3","0"
"区西部","4","13","4","43","95","4","3","1","14","0","0","11","1","1","0","0","0","0","6","1","0","39","25","4","4","4","0"
"区西北部","1","7","6","22","133","14","5","0","14","2","2","10","4","1","0","3","0","0","3","0","0","55","34","6","2","2","0"
"区東北部","0","10","26","30","157","10","7","3","23","0","5","5","1","0","1","1","0","0","9","0","0","40","25","4","1","1","0"
"区東部","2","18","8","42","177","12","18","3","17","2","1","6","4","0","0","0","0","0","4","0","0","41","26","4","1","1","0"
"西多摩","7","7","0","3","31","8","3","0","0","1","1","1","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","2","42","7","63","199","15","25","0","21","0","3","4","1","1","0","3","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","2","7","0","23","50","2","3","0","6","0","1","1","0","1","0","1","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","0","10","1","26","108","14","9","2","12","1","2","1","1","0","0","0","0","1","2","0","0","31","19","3","3","3","0"
"北多摩北部","1","16","5","40","64","16","9","0","12","1","1","0","1","0","0","2","0","0","0","0","1","23","15","2","2","2","0"
"島しょ","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","20","171","77","373","1473","141","103","10","146","11","25","48","16","6","1","15","0","4","29","1","1","416","261","39","25","25","0"


