"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年40週"
"集計期間終了週","2025年40週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","3","7","772","20","1","0","10","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"～1歳","3","10","*","21","5","1","63","0","0","0","7","8","0","2","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","1","0","0"
"1歳","13","19","4355","54","5","6","96","1","17","2","30","47","1","5","4","0","2","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2歳","20","9","*","31","8","11","68","1","1","3","6","21","0","2","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","37","2","*","5","2","33","40","0","5","2","1","15","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","33","1","*","1","6","30","41","3","2","5","1","8","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"5歳","46","5","2993","4","0","27","36","3","3","3","1","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","35","5","*","2","2","38","30","2","1","4","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","40","10","*","1","2","35","54","3","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","40","11","*","0","1","29","24","0","1","1","0","1","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
