"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年2週
"集計期間終了週",2011年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2153","1988","4141","419"
"RSウイルス感染症","69","46","115","264"
"咽頭結膜熱","59","53","112","264"
"Ａ群溶血性レンサ球菌咽頭炎","196","213","409","264"
"感染性胃腸炎","1314","1278","2592","264"
"水痘","236","186","422","264"
"手足口病","9","10","19","264"
"伝染性紅斑","101","82","183","264"
"突発性発しん","60","77","137","264"
"百日咳","5","8","13","264"
"ヘルパンギーナ","2","5","7","264"
"流行性耳下腺炎","66","51","117","264"
"不明発しん症","14","15","29","264"
"川崎病","2","3","5","264"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","8","6","14","37"
"細菌性髄膜炎","2","0","2","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","1","4","5","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
"インフルエンザ入院","0","0","0","25"
