"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年51週"
"集計期間終了週","2018年51週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","110","1","13","41","188","7","10","33","4","1","3","0","1","0","0","0","0","0","0","0","1","","","","","",""
"区南部","170","1","9","23","161","6","12","22","4","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","154","5","4","49","166","11","12","25","4","0","0","1","1","0","1","0","0","1","0","1","5","","","","","",""
"区西部","222","2","2","59","131","3","8","10","8","0","0","0","1","0","1","0","0","1","0","0","2","","","","","",""
"区西北部","234","3","2","51","184","14","14","25","3","0","2","0","0","0","1","0","0","2","0","0","0","","","","","",""
"区東北部","126","3","7","38","196","7","6","20","6","1","0","0","0","0","2","0","0","2","0","0","0","","","","","",""
"区東部","121","4","5","49","260","7","9","19","6","0","2","0","1","0","1","0","0","2","0","0","0","","","","","",""
"西多摩","36","0","1","8","15","0","5","10","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","173","10","7","48","203","6","12","49","6","1","3","0","1","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","43","3","1","28","77","6","9","8","3","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","153","2","1","61","172","11","5","35","6","0","0","0","0","0","0","1","0","2","0","0","3","","","","","",""
"北多摩北部","72","5","5","49","95","8","3","27","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1625","39","57","504","1848","86","105","283","53","3","10","2","6","0","7","1","0","10","0","1","14","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年51週"
"集計期間終了週","2018年51週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","103","1","7","38","178","1","7","23","3","1","3","0","1","0","1","0","0","1","1","0","1","","","","","",""
"区南部","187","2","3","24","135","3","7","15","1","1","0","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","158","2","5","47","141","7","4","19","1","1","0","1","1","0","3","0","0","1","0","1","1","","","","","",""
"区西部","214","3","4","37","129","3","8","14","3","0","0","1","1","0","1","0","0","1","0","0","2","","","","","",""
"区西北部","222","3","2","39","150","13","4","17","8","1","2","1","0","0","2","0","0","2","0","1","2","","","","","",""
"区東北部","114","2","8","37","218","13","9","17","4","1","1","0","0","0","2","0","0","2","0","0","1","","","","","",""
"区東部","122","2","6","42","241","7","7","31","7","0","3","0","1","0","3","0","0","1","0","0","0","","","","","",""
"西多摩","44","0","1","5","17","0","3","15","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","130","9","3","47","190","11","12","62","9","1","1","1","1","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","44","3","1","22","83","6","6","7","5","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","175","1","7","44","148","20","3","19","3","1","0","1","0","0","0","1","0","2","0","0","2","","","","","",""
"北多摩北部","82","1","3","54","95","5","6","27","5","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
