"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年15週
"集計期間終了週",2006年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","49","38","87","178"
"RSウイルス感染症","1","1","2","142"
"咽頭結膜熱","23","16","39","142"
"Ａ群溶血性レンサ球菌咽頭炎","159","127","286","142"
"感染性胃腸炎","482","387","869","142"
"水痘","117","111","228","142"
"手足口病","2","1","3","142"
"伝染性紅斑","34","32","66","142"
"突発性発しん","50","34","84","142"
"百日咳","0","0","0","142"
"風しん","1","1","2","142"
"ヘルパンギーナ","9","10","19","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","74","38","112","142"
"不明発しん症","9","9","18","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","4","6","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
