"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年53週
"集計期間終了週",2020年53週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","387"
"RSウイルス感染症","2","2","4","241"
"咽頭結膜熱","11","5","16","241"
"Ａ群溶血性レンサ球菌咽頭炎","22","31","53","241"
"感染性胃腸炎","156","135","291","241"
"水痘","4","4","8","241"
"手足口病","1","1","2","241"
"伝染性紅斑","1","1","2","241"
"突発性発しん","30","18","48","241"
"ヘルパンギーナ","2","1","3","241"
"流行性耳下腺炎","4","0","4","241"
"不明発しん症","2","3","5","241"
"川崎病","0","2","2","241"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","1","4","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
