"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年41週"
"集計期間終了週","2008年41週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","10","0","0","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","1","9","0","0","32","4","2","0","23","0","1","0","1","1","0","0","0","0","0","0"
"1歳","0","20","1","4","50","7","25","0","19","0","6","0","0","1","0","0","0","0","0","0"
"2歳","3","6","2","4","23","3","17","0","1","0","3","2","1","0","0","0","0","0","0","0"
"3歳","0","1","2","4","30","5","24","0","0","0","2","8","2","0","0","0","0","0","0","0"
"4歳","1","1","2","13","20","6","14","0","1","0","2","5","0","0","0","0","0","0","0","0"
"5歳","0","0","1","24","18","5","9","3","0","0","1","9","0","0","0","0","0","0","0","0"
"6歳","0","0","0","13","26","4","6","0","0","0","0","3","0","0","0","0","0","0","0","0"
"7歳","1","0","0","13","18","0","3","0","0","0","0","6","0","0","0","0","0","0","0","0"
"8歳","0","0","1","10","15","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","4","13","0","2","1","0","0","0","4","0","0","0","0","0","0","0","0"
"10～14歳","3","0","1","13","22","0","2","1","0","0","2","3","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","1","0","0","7","22","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","11","47","10","110","295","34","110","5","44","0","18","40","4","2","0","8","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2008年41週"
"集計期間終了週","2008年41週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","4","0","0","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"～1歳","0","8","0","0","17","2","1","0","23","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","15","5","3","32","9","19","0","30","0","1","0","3","1","0","0","0","0","0","0"
"2歳","0","9","0","4","22","5","11","1","3","0","9","0","2","0","0","0","1","0","1","0"
"3歳","0","5","2","15","19","9","8","1","0","0","2","9","1","0","0","0","0","0","0","0"
"4歳","1","0","0","13","22","3","7","0","0","0","3","3","1","0","0","0","0","0","1","0"
"5歳","1","0","3","7","14","5","7","0","0","0","2","4","0","0","0","0","0","0","0","0"
"6歳","0","0","1","13","12","1","6","1","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","0","0","1","17","13","1","0","1","0","0","0","3","1","0","0","0","0","0","0","0"
"8歳","0","0","0","7","8","1","2","0","0","0","1","5","0","0","0","0","0","0","0","0"
"9歳","0","0","1","2","10","0","3","1","0","0","0","2","0","0","0","0","0","0","0","0"
