"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年14週
"集計期間終了週",2018年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","232","220","452","413"
"RSウイルス感染症","27","27","54","259"
"咽頭結膜熱","13","14","27","259"
"Ａ群溶血性レンサ球菌咽頭炎","262","219","481","259"
"感染性胃腸炎","640","577","1217","259"
"水痘","44","36","80","259"
"手足口病","8","6","14","259"
"伝染性紅斑","29","31","60","259"
"突発性発しん","60","58","118","259"
"ヘルパンギーナ","4","1","5","259"
"流行性耳下腺炎","10","9","19","259"
"不明発しん症","1","4","5","259"
"川崎病","3","2","5","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","11","20","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","3","3","25"
"インフルエンザ入院","5","1","6","25"
