"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2019年10月"
"集計期間終了月","2019年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","36","8","22","7","0","0","6","0","0","",""
"区南部","9","4","1","4","0","0","1","0","0","",""
"区西南部","31","17","9","16","0","0","6","0","0","",""
"区西部","44","12","72","29","0","0","11","0","0","",""
"区西北部","14","6","4","10","0","0","3","2","0","",""
"区東北部","2","0","0","0","0","0","2","0","0","",""
"区東部","13","3","3","4","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","1","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","1","0","0","0","26","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","150","50","112","70","0","0","58","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2019年10月"
"集計期間終了月","2019年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","3","2","15","1","0","3","0","0","",""
"区南部","0","0","0","0","0","0","0","0","0","",""
"区西南部","21","10","2","0","0","0","2","0","0","",""
"区西部","17","20","22","2","3","0","6","0","0","",""
"区西北部","10","0","3","1","1","0","3","4","0","",""
"区東北部","4","0","0","0","1","0","3","0","0","",""
"区東部","10","4","1","1","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","4","3","3","0","1","0","0","0","0","",""
"北多摩西部","13","1","1","0","2","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","12","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","100","41","34","20","9","0","30","4","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2019年10月"
"集計期間終了月","2019年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","57","11","24","22","1","0","9","0","0","10","4"
"区南部","9","4","1","4","0","0","1","0","0","3","1"
"区西南部","52","27","11","16","0","0","8","0","0","5","3"
"区西部","61","32","94","31","3","0","17","0","0","11","4"
"区西北部","24","6","7","11","1","0","6","6","0","6","2"
"区東北部","6","0","0","0","1","0","5","0","0","3","1"
"区東部","23","7","4","5","0","0","1","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","4","3","3","0","1","0","2","1","0","5","1"
"北多摩西部","14","1","1","0","2","0","0","0","0","2","1"
"北多摩南部","0","0","1","1","0","0","38","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","250","91","146","90","9","0","88","7","0","55","25"


