"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年21週"
"集計期間終了週","2008年21週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","6","24","63","7","1","1","6","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","0","13","34","58","7","1","0","6","2","3","1","1","2","0","1","0","0","0","0","","","","","",""
"区西南部","0","0","1","17","53","10","0","0","3","0","1","7","0","0","0","0","1","0","0","0","","","","","",""
"区西部","0","0","2","15","49","18","3","0","4","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"区西北部","3","0","1","13","34","13","0","0","6","1","1","1","0","0","0","2","0","0","0","0","","","","","",""
"区東北部","3","0","2","27","63","10","2","1","2","0","5","12","0","0","0","2","0","0","2","0","","","","","",""
"区東部","1","1","5","33","76","9","4","1","3","0","4","0","0","0","0","4","0","0","0","0","","","","","",""
"西多摩","2","0","3","3","15","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","0","2","52","107","15","1","9","12","1","4","6","0","1","0","3","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","6","2","1","0","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","12","32","4","0","0","5","0","1","0","2","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","23","40","3","1","0","2","0","2","1","2","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
