"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年52週
"集計期間終了週",2024年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","11961","11664","23625","418"
"新型コロナウイルス感染症（COVID-19）","850","959","1809","418"
"RSウイルス感染症","55","50","105","264"
"咽頭結膜熱","30","35","65","264"
"Ａ群溶血性レンサ球菌咽頭炎","361","298","659","264"
"感染性胃腸炎","900","847","1747","264"
"水痘","56","41","97","264"
"手足口病","65","50","115","264"
"伝染性紅斑","349","296","645","264"
"突発性発しん","20","23","43","264"
"ヘルパンギーナ","2","1","3","264"
"流行性耳下腺炎","4","7","11","264"
"不明発しん症","6","4","10","264"
"川崎病","2","2","4","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","11","19","30","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","18","25","43","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","1","3","25"
"インフルエンザ入院","171","135","306","25"
"COVID-19入院","69","57","126","25"
