"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年50週
"集計期間終了週",2007年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1038","1014","2052","289"
"RSウイルス感染症","59","56","115","150"
"咽頭結膜熱","28","19","47","150"
"Ａ群溶血性レンサ球菌咽頭炎","155","124","279","150"
"感染性胃腸炎","1568","1542","3110","150"
"水痘","125","142","267","150"
"手足口病","19","16","35","150"
"伝染性紅斑","19","18","37","150"
"突発性発しん","57","38","95","150"
"百日咳","2","2","4","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","5","8","13","150"
"麻しん（成人麻しん以外）","0","0","0","150"
"流行性耳下腺炎","13","9","22","150"
"不明発しん症","7","9","16","150"
"川崎病","4","0","4","150"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","9","5","14","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","9","5","14","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"成人麻しん","1","1","2","25"
