"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2000年21週"
"集計期間終了週","2000年21週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","2","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","14","9","0","0","29","0","0","2","3","0","4","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","0","27","14","7","3","8","0","1","6","1","1","2","0","0","0","0","0","0","0","0","0"
"2歳","0","0","0","2","34","15","5","3","0","0","1","6","0","4","1","0","0","0","0","0","0","0","0","0"
"3歳","0","0","1","5","38","15","2","4","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","0","17","29","18","3","2","0","0","1","5","1","7","2","0","0","0","0","0","0","0","0","0"
"5歳","2","0","0","13","25","10","4","4","0","0","0","4","1","10","0","0","0","1","0","0","0","0","0","0"
"6歳","1","0","0","12","13","4","0","9","0","0","0","2","0","3","1","0","0","0","0","0","0","0","0","0"
"7歳","1","0","1","2","15","7","2","5","0","0","0","1","1","9","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","1","22","3","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","14","1","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","1","4","32","2","1","0","0","0","0","1","4","1","1","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","8","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2"
"20～29歳","0","0","0","5","36","1","0","0","2","0","3","3","0","0","1","0","0","4","0","0","0","0","0","2"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","0","4","65","309","102","25","35","45","0","6","37","14","38","13","0","0","8","0","0","0","0","0","4"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2000年21週"
"集計期間終了週","2000年21週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","3","3","0","0","7","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","10","11","4","1","16","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0"
"1歳","0","0","0","0","23","11","1","0","6","0","0","6","2","0","2","0","0","1","0","0","0","0","0","0"
"2歳","0","0","0","1","26","14","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","0","1","22","25","4","3","0","0","0","4","1","10","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","2","6","20","16","1","4","0","0","0","4","2","5","0","0","0","0","0","0","0","0","0","0"
"5歳","1","0","1","11","32","6","1","7","0","0","0","4","2","4","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","2","8","19","3","0","8","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","3","20","2","0","4","0","0","0","2","2","4","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","2","11","1","0","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","11","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","1","21","4","3","4","0","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2"
"20～29歳","0","0","0","4","45","0","1","3","0","0","1","3","0","2","0","0","0","1","0","0","0","0","0","1"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","0","7","40","273","96","18","38","29","0","1","30","14","32","5","0","0","4","0","0","0","0","0","3"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2000年21週"
"集計期間終了週","2000年21週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","5","5","0","0","13","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","24","20","4","1","45","0","0","3","4","0","6","0","0","0","0","0","0","0","0","0"
"1歳","0","0","1","0","50","25","8","3","14","0","1","12","3","1","4","0","0","1","0","0","0","0","0","0"
"2歳","0","0","0","3","60","29","8","3","0","0","1","7","0","5","1","0","0","0","0","0","0","0","0","0"
"3歳","0","0","1","6","60","40","6","7","0","0","0","8","2","13","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","2","23","49","34","4","6","0","0","1","9","3","12","2","0","0","0","0","0","0","0","0","0"
"5歳","3","0","1","24","57","16","5","11","0","0","0","8","3","14","0","0","0","1","0","0","0","0","0","0"
"6歳","3","0","2","20","32","7","0","17","0","0","0","5","0","4","1","0","0","0","0","0","0","0","0","0"
"7歳","1","0","2","5","35","9","2","9","0","0","0","3","3","13","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","3","33","4","0","5","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","6","25","1","0","4","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","1","5","53","6","4","4","0","0","0","2","5","4","1","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","18","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","4"
"20～29歳","0","0","0","9","81","1","1","3","2","0","4","6","0","2","1","0","0","5","0","0","0","0","0","3"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","0","11","105","582","198","43","73","74","0","7","67","28","70","18","0","0","12","0","0","0","0","0","7"
"定点数","178","142","142","142","142","142","142","142","142","142","142","142","142","142","142","142","14","14","25","25","25","25","25","25"


