"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2013年24週"
"集計期間終了週","2013年24週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","0","0","0","8","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","2","10","3","67","2","20","0","45","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","3","32","18","109","13","49","2","50","0","13","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","3","12","23","79","15","27","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","1","18","51","81","27","23","1","3","0","4","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","2","1","18","60","92","32","7","1","3","0","3","7","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","2","0","7","59","70","21","5","4","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","6","64","58","21","2","3","0","0","1","6","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","1","0","3","42","48","8","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","2","0","1","37","33","3","1","3","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","31","33","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
