"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年26週
"集計期間終了週",2009年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","15","9","24","287"
"RSウイルス感染症","6","1","7","150"
"咽頭結膜熱","24","23","47","150"
"Ａ群溶血性レンサ球菌咽頭炎","121","88","209","150"
"感染性胃腸炎","342","311","653","150"
"水痘","82","80","162","150"
"手足口病","37","23","60","150"
"伝染性紅斑","22","44","66","150"
"突発性発しん","64","81","145","150"
"百日咳","0","1","1","150"
"ヘルパンギーナ","13","9","22","150"
"流行性耳下腺炎","77","63","140","150"
"不明発しん症","11","12","23","150"
"川崎病","2","1","3","150"
"急性出血性結膜炎","3","1","4","38"
"流行性角結膜炎","9","5","14","38"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","1","1","2","24"
"クラミジア肺炎(オウム病は除く)","0","1","1","24"
